Offset(P)            #Ptr   #Hnd Access Name
0x000000001e37ddd0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wdmaud.drv.mui
0x000000001e37df20     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\wbem\Repository\MAPPING3.MAP
0x000000001e37f750     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e37f8a0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nci.dll
0x000000001e37fc10     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll
0x000000001e37fd60      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glibmm-2.4.dll
0x000000001e381b60     13      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\wbem\Repository\INDEX.BTR
0x000000001e381cb0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\wbem\Repository\MAPPING2.MAP
0x000000001e382190     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\midimap.dll
0x000000001e3822e0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MMDevAPI.dll.mui
0x000000001e3827c0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSD.dll
0x000000001e382b10     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\hnetcfg.dll
0x000000001e38d570     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\vmtray.dll
0x000000001e38d780     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msacm32.dll
0x000000001e38e7c0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncobjapi.dll
0x000000001e38f070      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfc140u.dll
0x000000001e38f640     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\RacEngn.dll
0x000000001e38f790     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msacm32.drv
0x000000001e38f8e0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-multibyte-l1-1-0.dll
0x000000001e390dd0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemess.dll
0x000000001e3932c0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfc140enu.dll
0x000000001e395c00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9
0x000000001e395f20      1      1 ------ \Device\NamedPipe\lsass
0x000000001e3993c0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchFilterHost.exe
0x000000001e399510      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000001e3a6300     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rascfg.dll
0x000000001e3a6530      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tquery.dll
0x000000001e3a7460      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe
0x000000001e3a94b0      1      1 ------ \Device\NamedPipe\srvsvc
0x000000001e3aadb0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tcpipcfg.dll
0x000000001e3ab680      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-1dc-0
0x000000001e3ab8f0      2      1 ------ \Device\Afd\Endpoint
0x000000001e3ade40     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ndiscapCfg.dll
0x000000001e3af940     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPerfInst.dll
0x000000001e3b22a0     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x000000001e3bb480      2      1 ------ \Device\Afd\Endpoint
0x000000001e3bc690      2      1 ------ \Device\Afd\Endpoint
0x000000001e3bcf20      2      1 ------ \Device\Afd\Endpoint
0x000000001e3bdf20      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WMALFXGFXDSP.dll
0x000000001e3be940      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e3bfb30     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfts.dll
0x000000001e3c1e20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\taskhost.exe.mui
0x000000001e3c2b90     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\en-US\cimwin32.dll.mui
0x000000001e3c41b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfplat.dll
0x000000001e3ce7f0      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000001e3d1e20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wship6.dll.mui
0x000000001e3d2300      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000001e3d5070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdi.dll
0x000000001e3d5d90     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Apphlpdm.dll
0x000000001e3d6c80      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e3d8af0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnpts.dll
0x000000001e3df980      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\provthrd.dll
0x000000001e3dfdd0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcirt.dll
0x000000001e3dff20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\imageres.dll.mui
0x000000001e3e1070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NlsData0009.dll
0x000000001e3e3250      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perftrack.dll
0x000000001e3e42b0      7      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\PublishedData\RacWmiDatabase.sdf
0x000000001e3ee570      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\diagperf.dll
0x000000001e3f1d10     13      1 R--r-d \Device\HarddiskVolume1\Windows\System32\comsvcs.dll
0x000000001e3f3770      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msdtctm.dll
0x000000001e4003a0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskschd.dll
0x000000001e4004f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntmarta.dll
0x000000001e401d50      1      1 ------ \Device\000000a2\elineouttopo
0x000000001e4051f0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e407640      1      1 ------ \Device\000000a2\emicinwave
0x000000001e408f20      1      1 ------ \Device\000000a2\emicintopo
0x000000001e4091b0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gpsvc.dll
0x000000001e40a3b0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\efscore.dll
0x000000001e40a500      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\profsvc.dll
0x000000001e40cb50      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\atl.dll
0x000000001e40e070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nlaapi.dll
0x000000001e40e2f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\themeservice.dll
0x000000001e411d70      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e412f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e41f7a0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\es.dll
0x000000001e41fd40      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wtsapi32.dll
0x000000001e420770      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dsrole.dll
0x000000001e420980      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\slc.dll
0x000000001e422e90      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e424b90     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comres.dll
0x000000001e4279d0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vsstrace.dll
0x000000001e427b20      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Sens.dll
0x000000001e4289f0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e42a7c0     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\intl.dll
0x000000001e42ab90     16      0 RW-rw- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000001e4322b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nrpsrv.dll
0x000000001e433070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\IPHLPAPI.DLL
0x000000001e433740      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lmhsvc.dll
0x000000001e4339e0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winnsi.dll
0x000000001e433b30      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e433c80     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NaturalLanguage6.dll
0x000000001e4359b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e435b00      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netapi32.dll
0x000000001e436670      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\samcli.dll
0x000000001e436d10     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcore.dll
0x000000001e438890     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wkscli.dll
0x000000001e43b340      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasman.dll
0x000000001e448620     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UXInit.dll
0x000000001e449280      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsrslvr.dll
0x000000001e44b070      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dssenh.dll
0x000000001e44ca90      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiApSrv.exe
0x000000001e44d070      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasapi32.dll
0x000000001e44df20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcore6.dll
0x000000001e44e330     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rtutils.dll
0x000000001e44fdd0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FWPUCLNT.DLL
0x000000001e452380     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dnsext.dll
0x000000001e4535a0      9      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001e456f20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e457850      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e461d20      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\drivers\etc
0x000000001e46cea0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001e46d200      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msdtcuiu.dll
0x000000001e46e8d0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\win32spl.dll.mui
0x000000001e46edd0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\gpsvc.dll.mui
0x000000001e46fbf0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fvecerts.dll
0x000000001e471c90      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcsvc6.dll
0x000000001e473800      1      1 ------ \Device\NamedPipe\trkwks
0x000000001e474f20      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shsvcs.dll
0x000000001e475dd0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dhcpcsvc.dll
0x000000001e476310      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\schedsvc.dll
0x000000001e476620     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ktmw32.dll
0x000000001e48a810      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\ntuser.dat.LOG2
0x000000001e48b510     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\security.dll
0x000000001e48d070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\svchost.exe.mui
0x000000001e491070      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e492c60     18      1 RW-r-- \Device\HarddiskVolume1\Windows\Tasks\SCHEDLGU.TXT
0x000000001e494600     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\wbem\Repository\MAPPING1.MAP
0x000000001e4951e0      2      1 ------ \Device\NamedPipe\atsvc
0x000000001e495480      1      1 ------ \Device\NamedPipe\atsvc
0x000000001e4955d0      2      1 R--rw- \Device\HarddiskVolume1\Windows\Tasks
0x000000001e495d40     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\schedsvc.dll.mui
0x000000001e496070      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskcomp.dll
0x000000001e496590     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\taskcomp.dll.mui
0x000000001e49c070      1      1 ------ \Device\NamedPipe\atsvc
0x000000001e49d700      2      1 ------ \Device\Afd\Endpoint
0x000000001e49dc00     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e4a07f0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imapi2.dll
0x000000001e4a2e80      2      1 ------ \Device\Afd\Endpoint
0x000000001e4a4120      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-354-0
0x000000001e4a4e80      2      1 ------ \Device\Afd\Endpoint
0x000000001e4a6470      2      1 ------ \Device\Afd\Endpoint
0x000000001e4a9f20      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\framedynos.dll
0x000000001e4b3380     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spoolsv.exe
0x000000001e4bf6e0     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\netshell.dll.mui
0x000000001e4d1070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NlsLexicons0009.dll
0x000000001e4d3070      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat{d52cd9dd-2183-11ed-899f-302432b7fd85}.TMContainer00000000000000000001.regtrans-ms
0x000000001e4d7d50      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat{d52cd9dd-2183-11ed-899f-302432b7fd85}.TM.blf
0x000000001e4da070      2      1 ------ \Device\Afd\Endpoint
0x000000001e4de6b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wiarpc.dll
0x000000001e4dfc80      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msftedit.dll
0x000000001e4e0d20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6
0x000000001e4e1c20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\imageres.dll.mui
0x000000001e4e2d10      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e4e57e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4e5d70      1      1 ------ \Device\Afd\Endpoint
0x000000001e4f3d50      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000001e4f5070     12      0 R--r-d \Device\HarddiskVolume1\Windows\Resources\Themes\Aero\Shell\NormalColor\shellstyle.dll
0x000000001e4f5620     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cmd.exe
0x000000001e4f5770     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\BFE.DLL
0x000000001e4f91c0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pdh.dll
0x000000001e4fb290      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT
0x000000001e4fc3f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mtxclu.dll
0x000000001e4fcab0      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\ntuser.dat.LOG1
0x000000001e4fcea0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\explorerframe.dll.mui
0x000000001e4fd070      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sqlceoledb30.dll
0x000000001e4fe070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mscoree.dll
0x000000001e4fef20      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e4ff070      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4fff20      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000001e500e40      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000001e5048b0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\bfe.dll.mui
0x000000001e504f20      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001e505ad0      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\Administrator\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001e506f20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-time-l1-1-0.dll
0x000000001e508370      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x000000001e509070     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e509b40      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e510820      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat
0x000000001e510970      1      1 RW---- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000001e511c20      2      1 RW-r-- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat{d52cd9dd-2183-11ed-899f-302432b7fd85}.TMContainer00000000000000000002.regtrans-ms
0x000000001e517480      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e51bf20      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat{d52cd9dd-2183-11ed-899f-302432b7fd85}.TM
0x000000001e51d070      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat{d52cd9dd-2183-11ed-899f-302432b7fd85}.TM
0x000000001e51d560      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e520450      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e520700      1      1 ------ \Device\NamedPipe\srvsvc
0x000000001e5215d0      1      1 R--rw- \Device\HarddiskVolume1\Users\Administrator\Documents
0x000000001e521b80      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Credentials
0x000000001e523ea0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e52c9c0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e530910      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e534600      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e535740     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dllhost.exe
0x000000001e537580      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sysmain.dll
0x000000001e5379f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tapiperf.dll
0x000000001e53a070      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001e53a4a0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000001e53a960      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe
0x000000001e53aab0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e53b720      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\winmm.dll.mui
0x000000001e53b870      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e53bc80     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e53bf20      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000001e546450      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e548250     16      0 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x000000001e549160      9      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000000a.db
0x000000001e549f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e54abc0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\urlmon.dll.mui
0x000000001e54b8e0     16      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000001e54bf20     16      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000001e54c2d0     15      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9\comctl32.dll
0x000000001e54c9e0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MFC42u.dll.mui
0x000000001e54ce50     19      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e54da60     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
0x000000001e54e260     19      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\StateData\RacMetaData.dat
0x000000001e553a00     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfnet.dll
0x000000001e554430     14      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\deployPkg.dll
0x000000001e554b30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000001e554dd0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Query.dll
0x000000001e554f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e556c90      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000001e556de0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000001e557590      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wmiprov.dll
0x000000001e559ad0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001e559c20      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000001e55af20      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e55c8a0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msscntrs.dll
0x000000001e55cf20     33      1 -W-rw- \Device\HarddiskVolume1\Windows\Temp\vmware-vmsvc-SYSTEM.log
0x000000001e55eb70     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libssl-1_1-x64.dll
0x000000001e560c40     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\lsm.exe.mui
0x000000001e561f20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\winsrv.dll.mui
0x000000001e562070     11      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework64\v2.0.50727\CORPerfMonExt.dll
0x000000001e569070     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x000000001e56ba00      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ipconfig.exe
0x000000001e56d400      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e56dae0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasadhlp.dll
0x000000001e578f20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umb.dll
0x000000001e57b970     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winspool.drv
0x000000001e57e920      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mapi32.dll
0x000000001e580450     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\localspl.dll
0x000000001e582bc0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spoolss.dll
0x000000001e584070     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000001e584580     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\taskhost.exe.mui
0x000000001e585450     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PortableDeviceConnectApi.dll
0x000000001e5883f0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e588a80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\clusapi.dll
0x000000001e588d10     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e589af0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\thumbcache.dll
0x000000001e58a700     16      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\8514sys.fon
0x000000001e59a580     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSMON.dll
0x000000001e59bf20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PrintIsolationProxy.dll
0x000000001e59c390     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\localspl.dll.mui
0x000000001e59d5c0     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x000000001e59dd80     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tcpmon.dll
0x000000001e59e790     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsnmp32.dll
0x000000001e59f6c0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\snmpapi.dll
